"Geographical Location","Report Date","MDS Item Question/Description","MDS Item Response",Percent,"Total Residents"
Idaho,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",20.76,857
Idaho,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",*,*
Idaho,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",*,*
Illinois,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",71.09,42506
Illinois,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",28.49,17034
Illinois,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.23,137
Illinois,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.19,116
Indiana,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",82.39,28306
Indiana,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",17.43,5989
Indiana,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.09,32
Indiana,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.09,31
Iowa,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",77.88,15313
Iowa,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",21.72,4271
Iowa,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.17,34
Iowa,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.23,45
Kansas,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",77.2,11254
Kansas,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",22.4,3265
Kansas,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.14,21
Kansas,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.26,38
Kentucky,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",80.09,16389
Kentucky,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",19.68,4027
Kentucky,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.11,23
Kentucky,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.11,23
Louisiana,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",73.22,16962
Louisiana,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",26.53,6145
Louisiana,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.1,24
Louisiana,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.15,34
Maine,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",78.08,3812
Maine,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",20.48,1000
Maine,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.43,21
Maine,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",1,49
Maryland,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",82.64,18404
Maryland,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",17.26,3844
Maryland,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.08,17
Maryland,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",*,*
Massachusetts,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",75.46,24006
Massachusetts,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",24.12,7674
Massachusetts,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.11,35
Massachusetts,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.3,96
Michigan,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",79.07,26298
Michigan,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",20.72,6890
Michigan,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.14,48
Michigan,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.07,23
Minnesota,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",79.78,15304
Minnesota,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",19.06,3656
Minnesota,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.47,91
Minnesota,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.68,131
Mississippi,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",73.94,10708
Mississippi,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",25.81,3738
Mississippi,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.15,21
Mississippi,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.1,15
Missouri,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",70.19,23750
Missouri,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",29.31,9916
Missouri,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.21,71
Missouri,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.29,99
Montana,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",76.84,2406
Montana,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",22.74,712
Montana,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",*,*
Montana,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",*,*
Nebraska,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",76.82,7339
Nebraska,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",22.45,2145
Nebraska,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.31,30
Nebraska,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.42,40
Nevada,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",79.68,4560
Nevada,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",20.15,1153
Nevada,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",*,*
Nevada,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",*,*
"New Hampshire","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",77.95,4485
"New Hampshire","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",20.7,1191
"New Hampshire","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.28,16
"New Hampshire","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",1.08,62
"New Jersey","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",80.33,31371
"New Jersey","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",19.56,7639
"New Jersey","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.08,32
"New Jersey","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",*,*
"New Mexico","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",83.29,4362
"New Mexico","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",16.46,862
"New Mexico","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",*,*
"New Mexico","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",*,*
"New York","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",81.82,78372
"New York","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",18.01,17248
"New York","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.1,96
"New York","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.08,74
"North Carolina","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",82.63,27933
"North Carolina","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",16.97,5737
"North Carolina","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.22,73
"North Carolina","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.18,62
"North Dakota","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",76.53,3408
"North Dakota","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",22.86,1018
"North Dakota","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",*,*
"North Dakota","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.52,23
Ohio,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",80.01,51627
Ohio,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",19.64,12672
Ohio,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.18,113
Ohio,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.18,114
Oklahoma,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",78.32,12786
Oklahoma,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",21.48,3507
Oklahoma,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.09,15
Oklahoma,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.11,18
Oregon,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",82.54,5213
Oregon,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",16.53,1044
Oregon,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.4,25
Oregon,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.54,34
Pennsylvania,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",77.91,50705
Pennsylvania,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",21.77,14166
Pennsylvania,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.18,118
Pennsylvania,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.14,94
"Puerto Rico","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",76.47,26
"Puerto Rico","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",*,*
"Puerto Rico","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",*,*
"Puerto Rico","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",*,*
"Rhode Island","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",75.45,5033
"Rhode Island","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",23.64,1577
"Rhode Island","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.24,16
"Rhode Island","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.67,45
"South Carolina","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",80.33,12736
"South Carolina","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",19.17,3040
"South Carolina","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.31,49
"South Carolina","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.19,30
"South Dakota","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",74.33,3584
"South Dakota","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",25.26,1218
"South Dakota","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",*,*
"South Dakota","Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",*,*
Tennessee,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",79.67,18918
Tennessee,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine basis only",20.08,4769
Tennessee,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a PRN basis only",0.16,38
Tennessee,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","Yes - Antipsychotics were received on a routine and PRN basis",0.08,20
Texas,"Q3, 2024","N0450A: Medications - Antipsychotic Medication Review - Did the resident receive antipsychotic medications since admission/entry or reentry or the prior OBRA assessment, whichever is more recent?","No - Antipsychotics not received",85.27,72093
